,GarageYrBlt,FullBath,1stFlrSF,BsmtFinSF1,TotRmsAbvGrd,OpenPorchSF,OverallQual,GarageCars,KitchenAbvGr,GrLivArea,2ndFlrSF,TotalBsmtSF,Fireplaces,HaveGarage,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,CentralAir_N,CentralAir_Y,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_NA,BsmtQual_TA,y
0,0.9363636363636364,0.6666666666666666,0.11977971546581001,0.12508858965272857,0.5,0.11151736745886655,0.6666666666666666,0.5,0.3333333333333333,0.2592313489073097,0.4135593220338983,0.14009819967266776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,208500
1,0.6909090909090909,0.6666666666666666,0.21294171638366224,0.1732813607370659,0.3333333333333333,0.0,0.5555555555555556,0.5,0.3333333333333333,0.17483044461190655,0.0,0.20654664484451718,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,181500
2,0.9181818181818182,0.6666666666666666,0.13446535107847638,0.08610914245216159,0.3333333333333333,0.07678244972577697,0.6666666666666666,0.5,0.3333333333333333,0.27354935945742276,0.41937046004842615,0.15057283142389524,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,223500
3,0.8909090909090909,0.3333333333333333,0.14387333639284075,0.03827072997873848,0.4166666666666667,0.06398537477148081,0.6666666666666666,0.75,0.3333333333333333,0.2605501130369254,0.36610169491525424,0.1237315875613748,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,140000
4,0.9090909090909091,0.6666666666666666,0.18609453877925655,0.11605244507441531,0.5833333333333334,0.15356489945155394,0.7777777777777778,0.75,0.3333333333333333,0.35116804822908815,0.5099273607748184,0.18739770867430441,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,250000
5,0.8454545454545455,0.3333333333333333,0.10601193207893529,0.12969525159461376,0.25,0.054844606946983544,0.4444444444444444,0.5,0.3333333333333333,0.19366993217784476,0.27409200968523,0.13027823240589198,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,143000
6,0.9454545454545454,0.6666666666666666,0.31206975676916016,0.24255846917080084,0.4166666666666667,0.10420475319926874,0.7777777777777778,0.5,0.3333333333333333,0.2562170308967596,0.0,0.27594108019639935,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,307000
7,0.6636363636363637,0.6666666666666666,0.1773749426342359,0.15219702338766833,0.4166666666666667,0.37294332723948814,0.6666666666666666,0.5,0.3333333333333333,0.3308214016578749,0.47602905569007264,0.18117839607201308,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,200000
8,0.2818181818181818,0.6666666666666666,0.15787058283616337,0.0,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.2712886209495102,0.3641646489104116,0.155810147299509,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,129900
9,0.35454545454545455,0.3333333333333333,0.17049105094079853,0.15077958894401133,0.25,0.007312614259597806,0.4444444444444444,0.25,0.6666666666666666,0.13997739261492087,0.0,0.16219312602291325,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,118000
